Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	80	102	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	191	201	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	MobiDBLite	mobidb-lite	consensus disorder prediction	1	18	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	103	108	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	389	399	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	129	139	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	79	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Gene3D	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	32	236	2.7E-38	T	06-02-2025	IPR036259	MFS transporter superfamily	-	MetaCyc:PWY-5129|MetaCyc:PWY-6322|MetaCyc:PWY-6369|MetaCyc:PWY-6626|MetaCyc:PWY-6682|MetaCyc:PWY-6955|MetaCyc:PWY-7077|MetaCyc:PWY-7321|MetaCyc:PWY-7740|MetaCyc:PWY-7769|MetaCyc:PWY-7884|MetaCyc:PWY-7886|MetaCyc:PWY-7948|MetaCyc:PWY-7975|MetaCyc:PWY-8129|MetaCyc:PWY-8324|MetaCyc:PWY-8367|MetaCyc:PWY-8392|MetaCyc:PWY-8393|MetaCyc:PWY-8394|MetaCyc:PWY-8402|Reactome:R-BTA-112311|Reactome:R-BTA-181430|Reactome:R-BTA-189200|Reactome:R-BTA-196757|Reactome:R-BTA-196836|Reactome:R-BTA-210500|Reactome:R-BTA-210991|Reactome:R-BTA-2161517|Reactome:R-BTA-352230|Reactome:R-BTA-422356|Reactome:R-BTA-427975|Reactome:R-BTA-428643|Reactome:R-BTA-433692|Reactome:R-BTA-442660|Reactome:R-BTA-549127|Reactome:R-BTA-5653890|Reactome:R-BTA-6798695|Reactome:R-BTA-879518|Reactome:R-BTA-8981373|Reactome:R-BTA-917937|Reactome:R-BTA-9707616|Reactome:R-BTA-9749641|Reactome:R-BTA-9793528|Reactome:R-BTA-9860276|Reactome:R-CEL-112311|Reactome:R-CEL-181430|Reactome:R-CEL-189200|Reactome:R-CEL-189451|Reactome:R-CEL-196757|Reactome:R-CEL-196819|Reactome:R-CEL-196836|Reactome:R-CEL-197264|Reactome:R-CEL-200425|Reactome:R-CEL-210500|Reactome:R-CEL-2161517|Reactome:R-CEL-264642|Reactome:R-CEL-2672351|Reactome:R-CEL-422356|Reactome:R-CEL-427975|Reactome:R-CEL-428643|Reactome:R-CEL-429593|Reactome:R-CEL-442660|Reactome:R-CEL-549127|Reactome:R-CEL-561048|Reactome:R-CEL-5653890|Reactome:R-CEL-6798695|Reactome:R-CEL-8856825|Reactome:R-CEL-8856828|Reactome:R-CEL-8981373|Reactome:R-CEL-917937|Reactome:R-CEL-9749641|Reactome:R-CEL-9793528|Reactome:R-CFA-425410|Reactome:R-CFA-917937|Reactome:R-DDI-196757|Reactome:R-DDI-196819|Reactome:R-DME-112311|Reactome:R-DME-1660661|Reactome:R-DME-181430|Reactome:R-DME-189200|Reactome:R-DME-196757|Reactome:R-DME-196836|Reactome:R-DME-197264|Reactome:R-DME-200425|Reactome:R-DME-2161517|Reactome:R-DME-264642|Reactome:R-DME-2672351|Reactome:R-DME-422356|Reactome:R-DME-427975|Reactome:R-DME-428643|Reactome:R-DME-442660|Reactome:R-DME-549127|Reactome:R-DME-561048|Reactome:R-DME-5653890|Reactome:R-DME-6798695|Reactome:R-DME-879518|Reactome:R-DME-8856825|Reactome:R-DME-8856828|Reactome:R-DME-8981373|Reactome:R-DME-917937|Reactome:R-DME-9707616|Reactome:R-DME-9749641|Reactome:R-DME-9793528|Reactome:R-DRE-1483191|Reactome:R-DRE-1660661|Reactome:R-DRE-189200|Reactome:R-DRE-196757|Reactome:R-DRE-264642|Reactome:R-DRE-352230|Reactome:R-DRE-425410|Reactome:R-DRE-427975|Reactome:R-DRE-428643|Reactome:R-DRE-561048|Reactome:R-DRE-70263|Reactome:R-DRE-83936|Reactome:R-DRE-879518|Reactome:R-DRE-917937|Reactome:R-DRE-9707616|Reactome:R-GGA-1483191|Reactome:R-GGA-196757|Reactome:R-GGA-210991|Reactome:R-GGA-352832|Reactome:R-GGA-373920|Reactome:R-GGA-433692|Reactome:R-GGA-917937|Reactome:R-GGA-9707616|Reactome:R-HSA-112311|Reactome:R-HSA-1445148|Reactome:R-HSA-1483191|Reactome:R-HSA-159418|Reactome:R-HSA-1660661|Reactome:R-HSA-181429|Reactome:R-HSA-181430|Reactome:R-HSA-189200|Reactome:R-HSA-189451|Reactome:R-HSA-189483|Reactome:R-HSA-196757|Reactome:R-HSA-196819|Reactome:R-HSA-196836|Reactome:R-HSA-197264|Reactome:R-HSA-200425|Reactome:R-HSA-210500|Reactome:R-HSA-210745|Reactome:R-HSA-210991|Reactome:R-HSA-212676|Reactome:R-HSA-2161517|Reactome:R-HSA-264642|Reactome:R-HSA-2672351|Reactome:R-HSA-3229133|Reactome:R-HSA-351906|Reactome:R-HSA-352230|Reactome:R-HSA-381340|Reactome:R-HSA-4085001|Reactome:R-HSA-422356|Reactome:R-HSA-425397|Reactome:R-HSA-425410|Reactome:R-HSA-427975|Reactome:R-HSA-428643|Reactome:R-HSA-429593|Reactome:R-HSA-433692|Reactome:R-HSA-442660|Reactome:R-HSA-5250955|Reactome:R-HSA-5250968|Reactome:R-HSA-5250981|Reactome:R-HSA-5250992|Reactome:R-HSA-549127|Reactome:R-HSA-561048|Reactome:R-HSA-5619035|Reactome:R-HSA-5619043|Reactome:R-HSA-5619047|Reactome:R-HSA-5619049|Reactome:R-HSA-5619053|Reactome:R-HSA-5619058|Reactome:R-HSA-5619060|Reactome:R-HSA-5619061|Reactome:R-HSA-5619066|Reactome:R-HSA-5619068|Reactome:R-HSA-5619070|Reactome:R-HSA-5619071|Reactome:R-HSA-5619076|Reactome:R-HSA-5619095|Reactome:R-HSA-5619098|Reactome:R-HSA-5619110|Reactome:R-HSA-5653890|Reactome:R-HSA-5655799|Reactome:R-HSA-5662702|Reactome:R-HSA-6798695|Reactome:R-HSA-70263|Reactome:R-HSA-83936|Reactome:R-HSA-879518|Reactome:R-HSA-8856825|Reactome:R-HSA-8856828|Reactome:R-HSA-8935964|Reactome:R-HSA-8981373|Reactome:R-HSA-9022699|Reactome:R-HSA-917937|Reactome:R-HSA-9636383|Reactome:R-HSA-9662360|Reactome:R-HSA-9707616|Reactome:R-HSA-9748787|Reactome:R-HSA-9749641|Reactome:R-HSA-9754706|Reactome:R-HSA-9755088|Reactome:R-HSA-9793528|Reactome:R-HSA-9845576|Reactome:R-HSA-9860276|Reactome:R-MMU-112311|Reactome:R-MMU-1483191|Reactome:R-MMU-159418|Reactome:R-MMU-1660661|Reactome:R-MMU-181429|Reactome:R-MMU-181430|Reactome:R-MMU-189200|Reactome:R-MMU-189451|Reactome:R-MMU-189483|Reactome:R-MMU-196757|Reactome:R-MMU-196819|Reactome:R-MMU-196836|Reactome:R-MMU-197264|Reactome:R-MMU-200425|Reactome:R-MMU-210500|Reactome:R-MMU-210991|Reactome:R-MMU-212676|Reactome:R-MMU-2161517|Reactome:R-MMU-264642|Reactome:R-MMU-352230|Reactome:R-MMU-4085001|Reactome:R-MMU-422356|Reactome:R-MMU-425397|Reactome:R-MMU-425410|Reactome:R-MMU-427975|Reactome:R-MMU-428643|Reactome:R-MMU-429593|Reactome:R-MMU-433692|Reactome:R-MMU-442660|Reactome:R-MMU-549127|Reactome:R-MMU-561048|Reactome:R-MMU-5653890|Reactome:R-MMU-5662702|Reactome:R-MMU-6798695|Reactome:R-MMU-70263|Reactome:R-MMU-83936|Reactome:R-MMU-879518|Reactome:R-MMU-8856825|Reactome:R-MMU-8856828|Reactome:R-MMU-8981373|Reactome:R-MMU-917937|Reactome:R-MMU-9707616|Reactome:R-MMU-9748787|Reactome:R-MMU-9749641|Reactome:R-MMU-9754706|Reactome:R-MMU-9755088|Reactome:R-MMU-9793528|Reactome:R-MMU-9845576|Reactome:R-MMU-9860276|Reactome:R-PFA-189200|Reactome:R-PFA-196836|Reactome:R-PFA-422356|Reactome:R-PFA-5653890|Reactome:R-PFA-6798695|Reactome:R-PFA-8981373|Reactome:R-RNO-112311|Reactome:R-RNO-159418|Reactome:R-RNO-181429|Reactome:R-RNO-181430|Reactome:R-RNO-189200|Reactome:R-RNO-189483|Reactome:R-RNO-196757|Reactome:R-RNO-196836|Reactome:R-RNO-200425|Reactome:R-RNO-210500|Reactome:R-RNO-210991|Reactome:R-RNO-212676|Reactome:R-RNO-2161517|Reactome:R-RNO-264642|Reactome:R-RNO-352230|Reactome:R-RNO-422356|Reactome:R-RNO-425397|Reactome:R-RNO-425410|Reactome:R-RNO-427975|Reactome:R-RNO-428643|Reactome:R-RNO-429593|Reactome:R-RNO-433692|Reactome:R-RNO-442660|Reactome:R-RNO-549127|Reactome:R-RNO-561048|Reactome:R-RNO-5653890|Reactome:R-RNO-6798695|Reactome:R-RNO-83936|Reactome:R-RNO-879518|Reactome:R-RNO-8856825|Reactome:R-RNO-8856828|Reactome:R-RNO-8981373|Reactome:R-RNO-917937|Reactome:R-RNO-9707616|Reactome:R-RNO-9748787|Reactome:R-RNO-9749641|Reactome:R-RNO-9754706|Reactome:R-RNO-9755088|Reactome:R-RNO-9793528|Reactome:R-RNO-9860276|Reactome:R-SCE-189200|Reactome:R-SCE-196757|Reactome:R-SCE-196836|Reactome:R-SCE-352230|Reactome:R-SCE-422356|Reactome:R-SCE-425397|Reactome:R-SCE-427975|Reactome:R-SCE-429593|Reactome:R-SCE-5653890|Reactome:R-SCE-6798695|Reactome:R-SCE-879518|Reactome:R-SCE-8981373|Reactome:R-SCE-917937|Reactome:R-SCE-9707616|Reactome:R-SCE-9845576|Reactome:R-SPO-181429|Reactome:R-SPO-181430|Reactome:R-SPO-189200|Reactome:R-SPO-196757|Reactome:R-SPO-212676|Reactome:R-SPO-425397|Reactome:R-SPO-427975|Reactome:R-SPO-429593|Reactome:R-SPO-442380|Reactome:R-SPO-442660|Reactome:R-SPO-6798695|Reactome:R-SPO-8856825|Reactome:R-SPO-8856828|Reactome:R-SPO-917937|Reactome:R-SPO-9707616|Reactome:R-SPO-9845576|Reactome:R-SSC-112311|Reactome:R-SSC-181430|Reactome:R-SSC-189200|Reactome:R-SSC-196836|Reactome:R-SSC-2161517|Reactome:R-SSC-422356|Reactome:R-SSC-442660|Reactome:R-SSC-549127|Reactome:R-SSC-561048|Reactome:R-SSC-5653890|Reactome:R-SSC-6798695|Reactome:R-SSC-8981373|Reactome:R-SSC-9749641|Reactome:R-XTR-1483191|Reactome:R-XTR-1660661|Reactome:R-XTR-189200|Reactome:R-XTR-210500|Reactome:R-XTR-428643|Reactome:R-XTR-549127|Reactome:R-XTR-70263
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	330	340	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	226	275	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	FunFam	G3DSA:1.20.1250.20:FF:000013	MFS general substrate transporter	272	461	2.8E-46	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	432	455	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	276	297	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	Pfam	PF07690	Major Facilitator Superfamily	46	417	5.5E-33	T	06-02-2025	IPR011701	Major facilitator superfamily	GO:0022857(InterPro)|GO:0055085(InterPro)	Reactome:R-BTA-196757|Reactome:R-BTA-210500|Reactome:R-BTA-210991|Reactome:R-BTA-352230|Reactome:R-BTA-428643|Reactome:R-BTA-433692|Reactome:R-BTA-917937|Reactome:R-BTA-9707616|Reactome:R-BTA-9749641|Reactome:R-CEL-189451|Reactome:R-CEL-210500|Reactome:R-CEL-264642|Reactome:R-CEL-2672351|Reactome:R-CEL-428643|Reactome:R-CEL-8856825|Reactome:R-CEL-8856828|Reactome:R-CEL-917937|Reactome:R-DME-1660661|Reactome:R-DME-196757|Reactome:R-DME-264642|Reactome:R-DME-2672351|Reactome:R-DME-428643|Reactome:R-DME-8856825|Reactome:R-DME-8856828|Reactome:R-DME-917937|Reactome:R-DME-9707616|Reactome:R-DRE-1660661|Reactome:R-DRE-189200|Reactome:R-DRE-196757|Reactome:R-DRE-264642|Reactome:R-DRE-352230|Reactome:R-DRE-428643|Reactome:R-DRE-70263|Reactome:R-DRE-879518|Reactome:R-DRE-917937|Reactome:R-DRE-9707616|Reactome:R-GGA-196757|Reactome:R-GGA-210991|Reactome:R-GGA-373920|Reactome:R-GGA-433692|Reactome:R-GGA-917937|Reactome:R-GGA-9707616|Reactome:R-HSA-1660661|Reactome:R-HSA-181429|Reactome:R-HSA-181430|Reactome:R-HSA-189200|Reactome:R-HSA-189451|Reactome:R-HSA-196757|Reactome:R-HSA-210500|Reactome:R-HSA-210991|Reactome:R-HSA-212676|Reactome:R-HSA-2161517|Reactome:R-HSA-264642|Reactome:R-HSA-2672351|Reactome:R-HSA-3229133|Reactome:R-HSA-352230|Reactome:R-HSA-4085001|Reactome:R-HSA-428643|Reactome:R-HSA-433692|Reactome:R-HSA-442660|Reactome:R-HSA-5250955|Reactome:R-HSA-5250968|Reactome:R-HSA-5250981|Reactome:R-HSA-5250992|Reactome:R-HSA-549127|Reactome:R-HSA-561048|Reactome:R-HSA-5619035|Reactome:R-HSA-5619066|Reactome:R-HSA-5619070|Reactome:R-HSA-5619071|Reactome:R-HSA-5619076|Reactome:R-HSA-5662702|Reactome:R-HSA-70263|Reactome:R-HSA-879518|Reactome:R-HSA-8856825|Reactome:R-HSA-8856828|Reactome:R-HSA-917937|Reactome:R-HSA-9636383|Reactome:R-HSA-9662360|Reactome:R-HSA-9707616|Reactome:R-HSA-9749641|Reactome:R-MMU-1660661|Reactome:R-MMU-181429|Reactome:R-MMU-181430|Reactome:R-MMU-189200|Reactome:R-MMU-189451|Reactome:R-MMU-196757|Reactome:R-MMU-210500|Reactome:R-MMU-210991|Reactome:R-MMU-212676|Reactome:R-MMU-264642|Reactome:R-MMU-352230|Reactome:R-MMU-4085001|Reactome:R-MMU-428643|Reactome:R-MMU-433692|Reactome:R-MMU-442660|Reactome:R-MMU-549127|Reactome:R-MMU-5662702|Reactome:R-MMU-70263|Reactome:R-MMU-879518|Reactome:R-MMU-8856825|Reactome:R-MMU-8856828|Reactome:R-MMU-917937|Reactome:R-MMU-9707616|Reactome:R-MMU-9749641|Reactome:R-RNO-181429|Reactome:R-RNO-181430|Reactome:R-RNO-196757|Reactome:R-RNO-210500|Reactome:R-RNO-210991|Reactome:R-RNO-212676|Reactome:R-RNO-264642|Reactome:R-RNO-352230|Reactome:R-RNO-428643|Reactome:R-RNO-433692|Reactome:R-RNO-442660|Reactome:R-RNO-549127|Reactome:R-RNO-879518|Reactome:R-RNO-8856825|Reactome:R-RNO-8856828|Reactome:R-RNO-917937|Reactome:R-RNO-9707616|Reactome:R-RNO-9749641|Reactome:R-SCE-196757|Reactome:R-SCE-352230|Reactome:R-SCE-879518|Reactome:R-SCE-917937|Reactome:R-SCE-9707616|Reactome:R-SPO-181429|Reactome:R-SPO-181430|Reactome:R-SPO-196757|Reactome:R-SPO-212676|Reactome:R-SPO-442660|Reactome:R-SPO-8856825|Reactome:R-SPO-8856828|Reactome:R-SPO-917937|Reactome:R-SPO-9707616|Reactome:R-SSC-561048|Reactome:R-SSC-9749641|Reactome:R-XTR-1660661|Reactome:R-XTR-210500|Reactome:R-XTR-428643|Reactome:R-XTR-70263
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	399	421	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	431	453	-	T	06-02-2025	-	-	-	-
Mycgr3G41214	20f6bb550af2e4b02aad85fc42e3b29f	478	PANTHER	PTHR43791	PERMEASE-RELATED	28	464	0.0	T	06-02-2025	-	-	GO:0016020(PANTHER)|GO:0022857(PANTHER)	-
